domain,country_code,country_name,isp,asn,exit_node_ip,exit_node_isp,discovered_ip,ip_match,geodb_asn,geodb_as_name,asn_match,ech_grease,error,curl_exit_code,curl_error_name,dns_lookup_ms,tcp_connection_ms,tls_handshake_ms,server_time_ms,total_time_ms,http_status
www.google.com,DK,Denmark,lycamobile,31404,83.137.6.174,lycamobile,83.137.6.174,true,31404,LYCATEL DISTRIBUTION UK LIMITED,true,false,,0,,0,2,484,803,803,200
www.google.com,DK,Denmark,tdc net,3292,87.49.147.209,tdc net,87.49.147.209,true,3292,TDC Holding A/S,true,false,,0,,0,2,347,790,791,200
www.google.com,DK,Denmark,tdc net,3292,87.49.147.209,tdc net,87.49.147.209,true,3292,TDC Holding A/S,true,true,,0,,0,2,339,526,526,200
www.google.com,DO,Dominican Republic,visnetwork srl,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,54,0
www.google.com,EC,Ecuador,cnt ep,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,61,0
www.google.com,DK,Denmark,telia,3308,212.97.237.81,telia,212.97.237.81,true,3308,Telia Company AB,true,true,,0,,0,2,407,635,635,200
www.google.com,DK,Denmark,lycamobile,31404,83.137.6.174,lycamobile,83.137.6.174,true,31404,LYCATEL DISTRIBUTION UK LIMITED,true,true,,0,,0,2,539,788,788,200
www.google.com,EC,Ecuador,otecel s.a.,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,64,0
www.google.com,EC,Ecuador,otecel s.a.,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,1,0,0,63,0
www.google.com,EC,Ecuador,xtrim,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,65,0
www.google.com,CY,Cyprus,cablenet communication systems,35432,80.244.22.26,cablenet communication systems,80.244.31.148,false,35432,Cablenet Communication Systems plc,true,false,,0,,0,62,990,1706,1706,200
www.google.com,DK,Denmark,telia,3308,212.97.237.81,telia,212.97.237.81,true,3308,Telia Company AB,true,false,,0,,0,2,456,701,701,200
www.google.com,EC,Ecuador,cnt ep,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,64,0
www.google.com,EC,Ecuador,xtrim,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,61,0
www.google.com,EC,Ecuador,otecel,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,63,0
www.google.com,EC,Ecuador,otecel,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,59,0
www.google.com,CY,Cyprus,cyprus telecommunications authority - cyprus,6866,46.199.20.100,cyprus telecommunications authority - cyprus,46.199.20.100,true,6866,Cyprus Telecommunications Authority,true,false,,0,,0,2,1074,1685,1685,200
www.google.com,EC,Ecuador,conecel,23487,190.63.2.70,conecel,190.63.2.70,true,23487,CONECEL,true,false,,0,,0,2,361,629,630,200
www.google.com,CD,"Congo, the Democratic Republic of the",vodacom congo,37453,169.159.221.97,vodacom congo,197.149.187.33,false,37453,Vodacom Congo,true,false,,0,,0,2,1436,2373,2374,200
www.google.com,DO,Dominican Republic,altice dominicana s.a.,28118,152.166.151.30,altice dominicana s.a.,152.166.151.30,true,28118,ALTICE DOMINICANA S.A.,true,false,,0,,0,2,431,857,858,200
www.google.com,DM,Dominica,flow,14813,205.217.244.39,flow,205.217.244.39,true,14813,Columbus Telecommunications (Barbados) Limited,true,true,,0,,0,2,657,1185,1185,200
www.google.com,SV,El Salvador,movistar el salvador,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,53,0
www.google.com,EC,Ecuador,conecel,23487,190.63.2.70,conecel,190.63.2.70,true,23487,CONECEL,true,true,,0,,0,2,360,625,625,200
www.google.com,DO,Dominican Republic,altice dominicana s.a.,28118,152.166.151.30,altice dominicana s.a.,152.166.151.30,true,28118,ALTICE DOMINICANA S.A.,true,true,,0,,0,2,479,921,922,200
www.google.com,DM,Dominica,flow,14813,205.217.244.39,flow,205.217.244.39,true,14813,Columbus Telecommunications (Barbados) Limited,true,false,,0,,0,2,614,1075,1076,200
www.google.com,DO,Dominican Republic,claro dominican republic,6400,190.80.246.46,claro dominican republic,190.80.246.166,false,6400,Compañía Dominicana de Teléfonos S. A.,true,false,,0,,0,2,724,1082,1083,200
www.google.com,DO,Dominican Republic,viva dominicana,46198,190.8.34.162,viva dominicana,190.8.34.162,true,46198,"Trilogy Dominicana, S.A.",true,true,,0,,0,2,859,1520,1520,200
www.google.com,SV,El Salvador,movistar el salvador,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,56,0
www.google.com,SV,El Salvador,claro el salvador,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,55,0
www.google.com,SV,El Salvador,digicel s.a. de c.v.,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,55,0
www.google.com,SV,El Salvador,digicel s.a. de c.v.,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,56,0
www.google.com,SV,El Salvador,claro el salvador,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,60,0
www.google.com,DO,Dominican Republic,claro dominican republic,6400,190.80.246.46,claro dominican republic,190.80.246.166,false,6400,Compañía Dominicana de Teléfonos S. A.,true,true,,0,,0,2,619,914,914,200
www.google.com,SV,El Salvador,ca network s.a. de c.v.,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,52,0
www.google.com,SV,El Salvador,ca network s.a. de c.v.,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,55,0
www.google.com,GQ,Equatorial Guinea,muni-eg,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,51,0
www.google.com,GQ,Equatorial Guinea,muni-eg,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,55,0
www.google.com,SV,El Salvador,claro guatemala,14754,190.87.196.235,claro guatemala,190.87.196.235,true,14754,Telgua,true,false,,0,,0,2,380,756,756,200
www.google.com,DO,Dominican Republic,viva dominicana,46198,190.8.34.162,viva dominicana,190.8.34.162,true,46198,"Trilogy Dominicana, S.A.",true,false,,0,,0,2,966,1619,1620,200
www.google.com,SV,El Salvador,tigo el salvador,17079,168.243.184.137,tigo el salvador,168.243.184.137,true,17079,Telemovil El Salvador S.A.,true,false,,0,,0,2,472,866,867,200
www.google.com,EG,Egypt,e& egypt,36992,156.182.87.143,e& egypt,156.182.87.143,true,36992,ETISALAT MISR,true,true,,0,,0,2,598,1156,1156,200
www.google.com,SV,El Salvador,claro guatemala,14754,190.87.196.235,claro guatemala,190.87.196.235,true,14754,Telgua,true,true,,0,,0,2,363,700,701,200
www.google.com,SV,El Salvador,tigo el salvador,17079,168.243.184.137,tigo el salvador,168.243.184.137,true,17079,Telemovil El Salvador S.A.,true,true,,0,,0,2,476,797,797,200
www.google.com,EG,Egypt,e& egypt,36992,156.182.87.143,e& egypt,156.182.87.143,true,36992,ETISALAT MISR,true,false,,0,,0,2,567,1137,1137,200
www.google.com,EG,Egypt,telecom egypt,8452,154.187.90.104,telecom egypt,154.187.90.104,true,8452,TE-AS,true,false,,0,,0,2,1126,1671,1671,200
www.google.com,EG,Egypt,telecom egypt,8452,154.187.90.104,telecom egypt,154.187.90.104,true,8452,TE-AS,true,true,,0,,0,2,566,1106,1107,200
www.google.com,EG,Egypt,orange egypt,37069,45.101.143.234,orange egypt,45.101.143.234,true,37069,The Egyptian Company for Mobile Services (Mobinil),true,true,,0,,0,2,1860,2830,2831,200
www.google.com,EE,Estonia,elisa eesti,2586,194.150.65.148,elisa eesti,87.119.182.177,false,2586,Elisa Eesti AS,true,false,,0,,0,2,690,1190,1190,200
www.google.com,EE,Estonia,tele2 estonia,1257,91.95.12.40,tele2 estonia,91.95.11.29,false,1257,Tele2 Sverige AB,true,false,,0,,0,2,449,690,691,200
www.google.com,EE,Estonia,elisa eesti,2586,194.150.65.148,elisa eesti,194.150.65.148,true,2586,Elisa Eesti AS,true,true,,0,,0,3,377,555,555,200
www.google.com,ET,Ethiopia,ethiopian telecommunication corporation,24757,196.188.252.59,ethiopian telecommunication corporation,196.188.252.59,true,24757,EthioNet,true,true,,0,,0,2,979,1877,1878,200
www.google.com,ET,Ethiopia,ethiopian telecommunication corporation,24757,196.188.252.59,ethiopian telecommunication corporation,196.188.252.59,true,24757,EthioNet,true,false,,0,,0,2,881,1628,1628,200
www.google.com,FI,Finland,telia finland,1759,86.115.83.227,telia finland,86.115.83.227,true,1759,Telia Finland Oyj,true,true,,0,,0,2,452,663,663,200
www.google.com,EG,Egypt,vodafone egypt,36935,196.128.164.207,vodafone egypt,196.128.164.207,true,36935,Vodafone Data,true,true,,0,,0,45,2065,3640,3640,200
www.google.com,EG,Egypt,vodafone egypt,36935,196.128.164.207,vodafone egypt,196.136.19.219,false,36935,Vodafone Data,true,false,,0,,0,2,3310,4388,4388,200
www.google.com,GQ,Equatorial Guinea,getesa (orange equatorial guinea),37173,41.222.113.55,getesa (orange equatorial guinea),41.222.113.55,true,37173,GETESA (Orange Equatorial Guinea),true,false,,0,,0,2,1756,2893,2893,200
www.google.com,EG,Egypt,orange egypt,37069,45.101.143.234,orange egypt,45.101.143.234,true,37069,The Egyptian Company for Mobile Services (Mobinil),true,false,,0,,0,2,2743,3780,3781,200
www.google.com,FI,Finland,elisa mobile,719,85.76.41.40,elisa mobile,85.76.41.40,true,719,RIPE Network Coordination Centre,true,false,,0,,0,2,504,1190,1190,200
www.google.com,ET,Ethiopia,safaricom,328988,102.218.51.237,safaricom,102.218.50.195,false,328988,SAFARICOM TELECOMMUNICATIONS ETHIOPIA PLC,true,false,,0,,0,2,987,2024,2025,200
www.google.com,EE,Estonia,tele2 estonia,1257,91.95.12.40,tele2 estonia,91.95.12.40,true,1257,Tele2 Sverige AB,true,true,,0,,0,2,522,1023,1023,200
www.google.com,ET,Ethiopia,safaricom,328988,102.218.51.237,safaricom,102.218.50.195,false,328988,SAFARICOM TELECOMMUNICATIONS ETHIOPIA PLC,true,true,,0,,0,2,1174,2104,2104,200
www.google.com,FI,Finland,telia finland,1759,86.115.83.227,telia finland,86.115.83.227,true,1759,Telia Finland Oyj,true,false,,0,,0,2,493,1023,1024,200
www.google.com,FI,Finland,dna oyj,16086,37.33.201.133,dna oyj,37.33.201.133,true,16086,DNA Oyj,true,true,,0,,0,2,370,889,890,200
www.google.com,GQ,Equatorial Guinea,getesa (orange equatorial guinea),37173,41.222.113.55,getesa (orange equatorial guinea),41.222.113.55,true,37173,GETESA (Orange Equatorial Guinea),true,true,,0,,0,2,1803,2921,2922,200
www.google.com,FI,Finland,elisa mobile,719,85.76.41.40,elisa mobile,85.76.41.40,true,719,RIPE Network Coordination Centre,true,true,,0,,0,2,494,1072,1072,200
www.google.com,FJ,Fiji,digicel fiji,45355,45.117.246.244,digicel fiji,45.117.246.244,true,45355,Digicel Pacific Ltd,true,false,,0,,0,2,1210,1842,1843,200
www.google.com,FI,Finland,dna oyj,16086,37.33.201.133,dna oyj,37.33.201.133,true,16086,DNA Oyj,true,false,,0,,0,53,408,987,987,200
www.google.com,FR,France,bouygues telecom,5410,176.173.23.47,bouygues telecom,176.173.23.47,true,5410,Bouygues Telecom SA,true,false,,0,,0,2,319,479,480,200
www.google.com,FI,Finland,elisa,719,83.245.247.35,elisa,83.245.247.35,true,719,RIPE Network Coordination Centre,true,false,,0,,0,2,406,1005,1005,200
www.google.com,FI,Finland,elisa,719,83.245.247.35,elisa,83.245.247.35,true,719,RIPE Network Coordination Centre,true,true,,0,,0,2,471,1052,1053,200
www.google.com,FR,France,bouygues telecom,5410,176.173.23.47,bouygues telecom,176.173.23.47,true,5410,Bouygues Telecom SA,true,true,,0,,0,2,271,417,417,200
www.google.com,FJ,Fiji,digicel fiji,45355,45.117.246.244,digicel fiji,45.117.246.244,true,45355,Digicel Pacific Ltd,true,true,,0,,0,35,1328,2125,2125,200
www.google.com,FJ,Fiji,vodafone fiji,38442,27.123.173.34,vodafone fiji,27.123.173.34,true,38442,Vodafone Fiji Limited,true,true,,0,,0,2,1775,2788,2788,200
www.google.com,GF,French Guiana,outremer telecom,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,62,0
www.google.com,GF,French Guiana,outremer telecom,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,56,0
www.google.com,GF,French Guiana,digicel antilles francaises guyane,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,61,0
www.google.com,FR,France,lycamobile,31404,194.11.198.102,lycamobile,194.11.198.102,true,31404,LYCATEL DISTRIBUTION UK LIMITED,true,false,,0,,0,2,997,1705,1705,200
www.google.com,FR,France,lycamobile,31404,194.11.198.102,lycamobile,194.11.198.102,true,31404,LYCATEL DISTRIBUTION UK LIMITED,true,true,,0,,0,2,758,1261,1262,200
www.google.com,GF,French Guiana,digicel antilles francaises guyane,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,52,0
www.google.com,PF,French Polynesia,vini,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,1,0,0,53,0
www.google.com,PF,French Polynesia,vodafone,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,52,0
www.google.com,PF,French Polynesia,vini,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,116,0
www.google.com,PF,French Polynesia,vodafone,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,102,0
www.google.com,FR,France,arelion sweden,1299,80.239.186.176,arelion sweden,80.239.186.178,false,1299,Arelion Sweden AB,true,false,,0,,0,2,1096,1357,1358,200
www.google.com,GA,Gabon,airtel rwanda,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,1,0,0,61,0
www.google.com,GA,Gabon,airtel rwanda,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,54,0
www.google.com,GA,Gabon,gabon-telecom,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,1,0,0,56,0
www.google.com,FR,France,free mobile,51207,37.167.72.13,free mobile,37.167.72.13,true,51207,Free Mobile SAS,true,true,,0,,0,2,587,910,910,200
www.google.com,FR,France,orange,3215,92.184.144.126,orange,92.184.144.126,true,3215,Orange S.A.,true,false,,0,,0,2,731,1328,1328,200
www.google.com,GA,Gabon,gabon-telecom,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,70,0
www.google.com,FR,France,free mobile,51207,37.167.72.13,free mobile,37.167.49.132,false,51207,Free Mobile SAS,true,false,,0,,0,2,736,991,991,200
www.google.com,FR,France,free sas,51207,78.241.248.137,free sas,78.241.248.137,true,51207,Free Mobile SAS,true,false,,0,,0,2,816,1314,1314,200
www.google.com,FR,France,arelion sweden,1299,80.239.186.176,arelion sweden,80.239.186.176,true,1299,Arelion Sweden AB,true,true,,0,,0,2,552,957,957,200
www.google.com,FR,France,free sas,51207,78.241.248.137,free sas,78.241.248.137,true,51207,Free Mobile SAS,true,true,,0,,0,2,2004,2853,2853,200
www.google.com,FJ,Fiji,vodafone fiji,38442,27.123.173.34,vodafone fiji,27.123.173.34,true,38442,Vodafone Fiji Limited,true,false,,0,,0,2,1937,3127,3127,200
www.google.com,FR,France,orange,3215,92.184.144.126,orange,92.184.144.126,true,3215,Orange S.A.,true,true,,0,,0,2,690,1371,1372,200
www.google.com,GE,Georgia,magticom,16010,185.115.4.150,magticom,185.115.4.150,true,16010,Magticom Ltd.,true,false,,0,,0,73,875,1605,1606,200
www.google.com,GM,Gambia,africell,37524,197.148.73.131,africell,197.148.73.131,true,37524,Africell Gambia,true,false,,0,,0,2,845,1628,1628,200
www.google.com,GE,Georgia,zao aquafon-gsm,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,55,0
www.google.com,GE,Georgia,jsc silknet,42082,91.151.136.139,jsc silknet,91.151.136.139,true,42082,"JSC ""Silknet""",true,true,,0,,0,2,714,1393,1394,200
www.google.com,GE,Georgia,zao aquafon-gsm,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,57,0
www.google.com,GE,Georgia,magticom,16010,185.115.4.150,magticom,185.115.4.150,true,16010,Magticom Ltd.,true,true,,0,,0,2,888,1603,1604,200
www.google.com,GE,Georgia,jsc silknet,42082,91.151.136.139,jsc silknet,91.151.136.139,true,42082,"JSC ""Silknet""",true,false,,0,,0,2,748,1445,1445,200
www.google.com,GM,Gambia,africell,37524,197.148.73.131,africell,197.148.73.131,true,37524,Africell Gambia,true,true,,0,,0,2,780,1811,1812,200
www.google.com,GM,Gambia,gamtel,37552,197.231.207.243,gamtel,197.231.207.243,true,37552,Comium Gambia Ltd.,true,false,,0,,0,2,1407,2396,2396,200
www.google.com,DE,Germany,lebara,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,68,0
www.google.com,GM,Gambia,qcell,37309,160.182.7.145,qcell,160.182.7.145,true,37309,QCell Limited,true,false,,0,,0,2,1422,1852,1852,200
www.google.com,GM,Gambia,gamtel,37552,197.231.207.243,gamtel,197.231.207.243,true,37552,Comium Gambia Ltd.,true,true,,0,,0,2,1066,1844,1845,200
www.google.com,DE,Germany,o2 deutschland,6805,176.3.73.201,o2 deutschland,176.3.73.201,true,6805,Telefonica Germany GmbH & Co.OHG,true,false,,0,,0,2,676,860,860,200
www.google.com,DE,Germany,lebara,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,62,0
www.google.com,DE,Germany,play2go international,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,1,0,0,62,0
www.google.com,DE,Germany,o2 deutschland,6805,176.3.73.201,o2 deutschland,176.3.73.201,true,6805,Telefonica Germany GmbH & Co.OHG,true,true,,0,,0,2,438,635,635,200
www.google.com,DE,Germany,play2go international,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,64,0
www.google.com,GM,Gambia,qcell,37309,160.182.7.145,qcell,160.182.7.145,true,37309,QCell Limited,true,true,,0,,0,2,1279,1871,1871,200
www.google.com,DE,Germany,vodafone germany,3209,47.65.178.115,vodafone germany,47.65.178.115,true,3209,Vodafone GmbH,true,true,,0,,0,2,712,1123,1123,200
www.google.com,DE,Germany,deutsche telekom ag,3320,80.187.81.169,deutsche telekom ag,80.187.81.169,true,3320,Deutsche Telekom AG,true,false,,0,,0,2,498,1038,1039,200
www.google.com,DE,Germany,deutsche telekom ag,3320,80.187.81.169,deutsche telekom ag,80.187.81.169,true,3320,Deutsche Telekom AG,true,true,,0,,0,2,466,983,983,200
www.google.com,DE,Germany,lycamobile,31404,193.148.48.50,lycamobile,193.148.48.50,true,31404,LYCATEL DISTRIBUTION UK LIMITED,true,false,,0,,0,2,480,779,779,200
www.google.com,DE,Germany,vodafone germany,3209,47.65.178.115,vodafone germany,47.65.178.115,true,3209,Vodafone GmbH,true,false,,0,,0,2,980,1206,1206,200
www.google.com,DE,Germany,lycamobile,31404,193.148.48.50,lycamobile,193.148.48.50,true,31404,LYCATEL DISTRIBUTION UK LIMITED,true,true,,0,,0,2,518,829,830,200
www.google.com,FR,France,sfr,15557,77.136.55.185,sfr,77.136.55.185,true,15557,Societe Francaise Du Radiotelephone - SFR SA,true,false,,0,,0,2,9915,10294,10294,200
www.google.com,GR,Greece,cosmote mobile telecommunications,29247,5.203.74.239,cosmote mobile telecommunications,5.203.74.239,true,29247,Ote SA (Hellenic Telecommunications Organisation),true,false,,0,,0,2,557,906,906,200
www.google.com,GH,Ghana,mtn ghana,30986,154.161.165.117,mtn ghana,154.161.165.117,true,30986,Scancom Ltd.,true,false,,0,,0,106,997,1889,1890,200
www.google.com,GP,Guadeloupe,orange,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,49,0
www.google.com,GR,Greece,cosmote mobile telecommunications,29247,5.203.74.239,cosmote mobile telecommunications,5.203.74.239,true,29247,Ote SA (Hellenic Telecommunications Organisation),true,true,,0,,0,2,509,800,800,200
www.google.com,GP,Guadeloupe,digicel antilles francaises guyane,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,51,0
www.google.com,GP,Guadeloupe,digicel antilles francaises guyane,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,61,0
www.google.com,GP,Guadeloupe,orange,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,55,0
www.google.com,GP,Guadeloupe,outremer telecom,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,56,0
www.google.com,GP,Guadeloupe,outremer telecom,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,56,0
www.google.com,GH,Ghana,airtel-ghana,37030,41.215.171.156,airtel-ghana,41.215.171.156,true,37030,Airtel Ghana Limited,true,false,,0,,0,2,975,1984,1984,200
www.google.com,GP,Guadeloupe,free mobile,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,57,0
www.google.com,GU,Guam,guamcell communications,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,1,0,0,53,0
www.google.com,GP,Guadeloupe,free mobile,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,58,0
www.google.com,GH,Ghana,mtn ghana,30986,154.161.165.117,mtn ghana,154.161.165.117,true,30986,Scancom Ltd.,true,true,,0,,0,2,914,1786,1786,200
www.google.com,GU,Guam,guamcell communications,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,1,0,0,54,0
www.google.com,GU,Guam,lumen,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,56,0
www.google.com,GU,Guam,lumen,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,58,0
www.google.com,GH,Ghana,vodafone ghana,29614,197.251.240.195,vodafone ghana,197.251.240.195,true,29614,VODAFONE GHANA AS INTERNATIONAL TRANSIT,true,false,,0,,0,2,1145,2047,2047,200
www.google.com,GH,Ghana,airtel-ghana,37030,41.215.171.156,airtel-ghana,41.215.171.156,true,37030,Airtel Ghana Limited,true,true,,0,,0,2,995,1804,1805,200
www.google.com,GH,Ghana,vodafone ghana,29614,197.251.240.195,vodafone ghana,197.251.240.195,true,29614,VODAFONE GHANA AS INTERNATIONAL TRANSIT,true,true,,0,,0,1,1198,1971,1971,200
www.google.com,GT,Guatemala,comcel guatemala,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,51,0
www.google.com,GT,Guatemala,comcel guatemala,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,54,0
www.google.com,GR,Greece,nova greece,25472,91.140.29.225,nova greece,91.140.29.225,true,25472,Nova Telecommunications & Media Single Member S.A,true,true,,0,,0,2,911,1745,1745,200
www.google.com,GG,Guernsey,sure (guernsey),,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,61,0
www.google.com,GG,Guernsey,sure (guernsey),,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,50,0
www.google.com,GE,Georgia,cellfie mobile,41738,91.184.121.176,cellfie mobile,91.184.121.176,true,41738,VEON Georgia LLC,true,true,,0,,0,1,1822,4967,4968,200
www.google.com,GR,Greece,nova greece,25472,91.140.29.225,nova greece,91.140.29.225,true,25472,Nova Telecommunications & Media Single Member S.A,true,false,,0,,0,2,1855,2633,2633,200
www.google.com,GT,Guatemala,claro guatemala,14754,190.148.252.77,claro guatemala,190.148.252.77,true,14754,Telgua,true,false,,0,,0,2,503,886,886,200
www.google.com,GT,Guatemala,claro guatemala,14754,190.148.252.77,claro guatemala,190.148.252.77,true,14754,Telgua,true,true,,0,,0,2,417,801,801,200
www.google.com,GT,Guatemala,tigo guatemala,23243,190.106.209.179,tigo guatemala,190.106.209.179,true,23243,COMCEL GUATEMALA S.A.,true,true,,0,,0,2,1074,1581,1581,200
www.google.com,GT,Guatemala,tigo guatemala,23243,190.106.209.179,tigo guatemala,190.106.209.179,true,23243,COMCEL GUATEMALA S.A.,true,false,,0,,0,2,667,1145,1145,200
www.google.com,GE,Georgia,cellfie mobile,41738,91.184.121.176,cellfie mobile,91.184.121.176,true,41738,VEON Georgia LLC,true,false,,0,,0,2,2627,4559,4559,200
www.google.com,FR,France,sfr,15557,77.136.55.185,sfr,77.136.55.185,true,15557,Societe Francaise Du Radiotelephone - SFR SA,true,true,,0,,0,2,13875,14144,14144,200
www.google.com,GY,Guyana,guyana telephone & telegraph co.,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,55,0
www.google.com,GW,Guinea-Bissau,orange-bissau,37559,197.214.91.91,orange-bissau,197.214.91.91,true,37559,Orange Bissau,true,false,,0,,0,77,969,1360,1360,200
www.google.com,GW,Guinea-Bissau,orange-bissau,37559,197.214.91.91,orange-bissau,197.214.91.91,true,37559,Orange Bissau,true,true,,0,,0,2,658,1076,1077,200
www.google.com,GY,Guyana,guyana telephone & telegraph co.,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,60,0
www.google.com,GY,Guyana,e-networks inc,52253,190.108.204.95,e-networks inc,190.108.204.95,true,52253,E-Networks Inc.,true,false,,0,,0,2,541,990,991,200
www.google.com,HT,Haiti,access haiti s.a.,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,61,0
www.google.com,HT,Haiti,access haiti s.a.,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,59,0
www.google.com,HT,Haiti,natcom s.a,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,56,0
www.google.com,GY,Guyana,e-networks inc,52253,190.108.204.95,e-networks inc,190.108.204.95,true,52253,E-Networks Inc.,true,true,,0,,0,2,507,944,944,200
www.google.com,HT,Haiti,natcom s.a,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,55,0
www.google.com,GY,Guyana,u mobile cellular inc.,52433,181.177.218.74,u mobile cellular inc.,181.177.218.74,true,52433,U Mobile (Cellular) Inc.,true,false,,0,,0,2,940,1266,1266,200
www.google.com,HN,Honduras,claro guatemala,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,1,0,0,56,0
www.google.com,HN,Honduras,claro guatemala,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,61,0
www.google.com,HK,Hong Kong,china unicom global,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,58,0
www.google.com,GY,Guyana,u mobile cellular inc.,52433,181.177.218.74,u mobile cellular inc.,181.177.218.74,true,52433,U Mobile (Cellular) Inc.,true,true,,0,,0,2,801,1165,1166,200
www.google.com,GN,Guinea,areeba-guinea,37612,41.242.89.157,areeba-guinea,41.242.89.157,true,37612,AREEBA GUINEE SA,true,false,,0,,0,2,1306,2194,2195,200
www.google.com,GR,Greece,vodafone greece,3329,62.74.17.160,vodafone greece,62.74.17.160,true,3329,VODAFONE-PANAFON HELLENIC TELECOMMUNICATIONS COMPANY SA,true,false,,0,,0,2,1776,3529,3530,200
www.google.com,GN,Guinea,areeba-guinea,37612,41.242.89.157,areeba-guinea,41.242.89.157,true,37612,AREEBA GUINEE SA,true,true,,0,,0,2,1175,2134,2134,200
www.google.com,HK,Hong Kong,smartone mobile communications,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,55,0
www.google.com,HK,Hong Kong,smartone mobile communications,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,56,0
www.google.com,HK,Hong Kong,china unicom global,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,56,0
www.google.com,HK,Hong Kong,china mobile,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,51,0
www.google.com,HK,Hong Kong,multibyte info technology,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,54,0
www.google.com,HK,Hong Kong,multibyte info technology,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,55,0
